image_path,label,run
class0_angle0_freq0_run0_sample0.png,0,0
class0_angle0_freq0_run0_sample1.png,0,0
class0_angle0_freq0_run0_sample10.png,0,0
class0_angle0_freq0_run0_sample11.png,0,0
class0_angle0_freq0_run0_sample12.png,0,0
class0_angle0_freq0_run0_sample13.png,0,0
class0_angle0_freq0_run0_sample14.png,0,0
class0_angle0_freq0_run0_sample15.png,0,0
class0_angle0_freq0_run0_sample16.png,0,0
class0_angle0_freq0_run0_sample17.png,0,0
class0_angle0_freq0_run0_sample18.png,0,0
class0_angle0_freq0_run0_sample19.png,0,0
class0_angle0_freq0_run0_sample2.png,0,0
class0_angle0_freq0_run0_sample3.png,0,0
class0_angle0_freq0_run0_sample4.png,0,0
class0_angle0_freq0_run0_sample5.png,0,0
class0_angle0_freq0_run0_sample6.png,0,0
class0_angle0_freq0_run0_sample7.png,0,0
class0_angle0_freq0_run0_sample8.png,0,0
class0_angle0_freq0_run1_sample1.png,0,1
class0_angle0_freq0_run1_sample10.png,0,1
class0_angle0_freq0_run1_sample12.png,0,1
class0_angle0_freq0_run1_sample13.png,0,1
class0_angle0_freq0_run1_sample14.png,0,1
class0_angle0_freq0_run1_sample15.png,0,1
class0_angle0_freq0_run1_sample16.png,0,1
class0_angle0_freq0_run1_sample17.png,0,1
class0_angle0_freq0_run1_sample18.png,0,1
class0_angle0_freq0_run1_sample19.png,0,1
class0_angle0_freq0_run1_sample2.png,0,1
class0_angle0_freq0_run1_sample3.png,0,1
class0_angle0_freq0_run1_sample4.png,0,1
class0_angle0_freq0_run1_sample5.png,0,1
class0_angle0_freq0_run1_sample6.png,0,1
class0_angle0_freq0_run1_sample7.png,0,1
class0_angle0_freq0_run1_sample8.png,0,1
class0_angle0_freq0_run1_sample9.png,0,1
class0_angle0_freq0_run2_sample0.png,0,2
class0_angle0_freq0_run2_sample1.png,0,2
class0_angle0_freq0_run2_sample10.png,0,2
class0_angle0_freq0_run2_sample11.png,0,2
class0_angle0_freq0_run2_sample12.png,0,2
class0_angle0_freq0_run2_sample14.png,0,2
class0_angle0_freq0_run2_sample15.png,0,2
class0_angle0_freq0_run2_sample16.png,0,2
class0_angle0_freq0_run2_sample17.png,0,2
class0_angle0_freq0_run2_sample18.png,0,2
class0_angle0_freq0_run2_sample19.png,0,2
class0_angle0_freq0_run2_sample3.png,0,2
class0_angle0_freq0_run2_sample4.png,0,2
class0_angle0_freq0_run2_sample5.png,0,2
class0_angle0_freq0_run2_sample6.png,0,2
class0_angle0_freq0_run2_sample7.png,0,2
class0_angle0_freq0_run2_sample8.png,0,2
class0_angle0_freq0_run2_sample9.png,0,2
class0_angle0_freq0_run3_sample0.png,0,3
class0_angle0_freq0_run3_sample1.png,0,3
class0_angle0_freq0_run3_sample10.png,0,3
class0_angle0_freq0_run3_sample11.png,0,3
class0_angle0_freq0_run3_sample12.png,0,3
class0_angle0_freq0_run3_sample13.png,0,3
class0_angle0_freq0_run3_sample14.png,0,3
class0_angle0_freq0_run3_sample16.png,0,3
class0_angle0_freq0_run3_sample17.png,0,3
class0_angle0_freq0_run3_sample18.png,0,3
class0_angle0_freq0_run3_sample19.png,0,3
class0_angle0_freq0_run3_sample2.png,0,3
class0_angle0_freq0_run3_sample3.png,0,3
class0_angle0_freq0_run3_sample5.png,0,3
class0_angle0_freq0_run3_sample6.png,0,3
class0_angle0_freq0_run3_sample7.png,0,3
class0_angle0_freq0_run3_sample8.png,0,3
class0_angle0_freq0_run3_sample9.png,0,3
class0_angle0_freq0_run4_sample0.png,0,4
class0_angle0_freq0_run4_sample1.png,0,4
class0_angle0_freq0_run4_sample10.png,0,4
class0_angle0_freq0_run4_sample11.png,0,4
class0_angle0_freq0_run4_sample12.png,0,4
class0_angle0_freq0_run4_sample13.png,0,4
class0_angle0_freq0_run4_sample14.png,0,4
class0_angle0_freq0_run4_sample15.png,0,4
class0_angle0_freq0_run4_sample16.png,0,4
class0_angle0_freq0_run4_sample18.png,0,4
class0_angle0_freq0_run4_sample19.png,0,4
class0_angle0_freq0_run4_sample2.png,0,4
class0_angle0_freq0_run4_sample3.png,0,4
class0_angle0_freq0_run4_sample4.png,0,4
class0_angle0_freq0_run4_sample5.png,0,4
class0_angle0_freq0_run4_sample7.png,0,4
class0_angle0_freq0_run4_sample8.png,0,4
class0_angle0_freq0_run4_sample9.png,0,4
class0_angle0_freq1_run0_sample0.png,0,0
class0_angle0_freq1_run0_sample1.png,0,0
class0_angle0_freq1_run0_sample10.png,0,0
class0_angle0_freq1_run0_sample11.png,0,0
class0_angle0_freq1_run0_sample12.png,0,0
class0_angle0_freq1_run0_sample13.png,0,0
class0_angle0_freq1_run0_sample14.png,0,0
class0_angle0_freq1_run0_sample15.png,0,0
class0_angle0_freq1_run0_sample16.png,0,0
class0_angle0_freq1_run0_sample17.png,0,0
class0_angle0_freq1_run0_sample18.png,0,0
class0_angle0_freq1_run0_sample2.png,0,0
class0_angle0_freq1_run0_sample3.png,0,0
class0_angle0_freq1_run0_sample4.png,0,0
class0_angle0_freq1_run0_sample5.png,0,0
class0_angle0_freq1_run0_sample6.png,0,0
class0_angle0_freq1_run0_sample7.png,0,0
class0_angle0_freq1_run0_sample9.png,0,0
class0_angle0_freq1_run1_sample0.png,0,1
class0_angle0_freq1_run1_sample1.png,0,1
class0_angle0_freq1_run1_sample11.png,0,1
class0_angle0_freq1_run1_sample12.png,0,1
class0_angle0_freq1_run1_sample13.png,0,1
class0_angle0_freq1_run1_sample14.png,0,1
class0_angle0_freq1_run1_sample15.png,0,1
class0_angle0_freq1_run1_sample16.png,0,1
class0_angle0_freq1_run1_sample17.png,0,1
class0_angle0_freq1_run1_sample18.png,0,1
class0_angle0_freq1_run1_sample19.png,0,1
class0_angle0_freq1_run1_sample2.png,0,1
class0_angle0_freq1_run1_sample3.png,0,1
class0_angle0_freq1_run1_sample4.png,0,1
class0_angle0_freq1_run1_sample5.png,0,1
class0_angle0_freq1_run1_sample6.png,0,1
class0_angle0_freq1_run1_sample7.png,0,1
class0_angle0_freq1_run1_sample8.png,0,1
class0_angle0_freq1_run1_sample9.png,0,1
class0_angle0_freq1_run2_sample0.png,0,2
class0_angle0_freq1_run2_sample10.png,0,2
class0_angle0_freq1_run2_sample11.png,0,2
class0_angle0_freq1_run2_sample13.png,0,2
class0_angle0_freq1_run2_sample14.png,0,2
class0_angle0_freq1_run2_sample15.png,0,2
class0_angle0_freq1_run2_sample16.png,0,2
class0_angle0_freq1_run2_sample17.png,0,2
class0_angle0_freq1_run2_sample18.png,0,2
class0_angle0_freq1_run2_sample19.png,0,2
class0_angle0_freq1_run2_sample2.png,0,2
class0_angle0_freq1_run2_sample3.png,0,2
class0_angle0_freq1_run2_sample4.png,0,2
class0_angle0_freq1_run2_sample5.png,0,2
class0_angle0_freq1_run2_sample6.png,0,2
class0_angle0_freq1_run2_sample7.png,0,2
class0_angle0_freq1_run2_sample8.png,0,2
class0_angle0_freq1_run2_sample9.png,0,2
class0_angle0_freq1_run3_sample0.png,0,3
class0_angle0_freq1_run3_sample1.png,0,3
class0_angle0_freq1_run3_sample10.png,0,3
class0_angle0_freq1_run3_sample11.png,0,3
class0_angle0_freq1_run3_sample12.png,0,3
class0_angle0_freq1_run3_sample13.png,0,3
class0_angle0_freq1_run3_sample15.png,0,3
class0_angle0_freq1_run3_sample16.png,0,3
class0_angle0_freq1_run3_sample17.png,0,3
class0_angle0_freq1_run3_sample18.png,0,3
class0_angle0_freq1_run3_sample19.png,0,3
class0_angle0_freq1_run3_sample2.png,0,3
class0_angle0_freq1_run3_sample4.png,0,3
class0_angle0_freq1_run3_sample5.png,0,3
class0_angle0_freq1_run3_sample6.png,0,3
class0_angle0_freq1_run3_sample7.png,0,3
class0_angle0_freq1_run3_sample8.png,0,3
class0_angle0_freq1_run3_sample9.png,0,3
class0_angle0_freq1_run4_sample0.png,0,4
class0_angle0_freq1_run4_sample1.png,0,4
class0_angle0_freq1_run4_sample10.png,0,4
class0_angle0_freq1_run4_sample11.png,0,4
class0_angle0_freq1_run4_sample12.png,0,4
class0_angle0_freq1_run4_sample13.png,0,4
class0_angle0_freq1_run4_sample14.png,0,4
class0_angle0_freq1_run4_sample15.png,0,4
class0_angle0_freq1_run4_sample17.png,0,4
class0_angle0_freq1_run4_sample18.png,0,4
class0_angle0_freq1_run4_sample19.png,0,4
class0_angle0_freq1_run4_sample2.png,0,4
class0_angle0_freq1_run4_sample3.png,0,4
class0_angle0_freq1_run4_sample4.png,0,4
class0_angle0_freq1_run4_sample6.png,0,4
class0_angle0_freq1_run4_sample7.png,0,4
class0_angle0_freq1_run4_sample8.png,0,4
class0_angle0_freq1_run4_sample9.png,0,4
class0_angle1_freq0_run0_sample0.png,0,0
class0_angle1_freq0_run0_sample1.png,0,0
class0_angle1_freq0_run0_sample10.png,0,0
class0_angle1_freq0_run0_sample11.png,0,0
class0_angle1_freq0_run0_sample12.png,0,0
class0_angle1_freq0_run0_sample13.png,0,0
class0_angle1_freq0_run0_sample14.png,0,0
class0_angle1_freq0_run0_sample15.png,0,0
class0_angle1_freq0_run0_sample16.png,0,0
class0_angle1_freq0_run0_sample17.png,0,0
class0_angle1_freq0_run0_sample19.png,0,0
class0_angle1_freq0_run0_sample2.png,0,0
class0_angle1_freq0_run0_sample3.png,0,0
class0_angle1_freq0_run0_sample4.png,0,0
class0_angle1_freq0_run0_sample5.png,0,0
class0_angle1_freq0_run0_sample6.png,0,0
class0_angle1_freq0_run0_sample8.png,0,0
class0_angle1_freq0_run0_sample9.png,0,0
class0_angle1_freq0_run1_sample0.png,0,1
class0_angle1_freq0_run1_sample1.png,0,1
class0_angle1_freq0_run1_sample10.png,0,1
class0_angle1_freq0_run1_sample11.png,0,1
class0_angle1_freq0_run1_sample12.png,0,1
class0_angle1_freq0_run1_sample13.png,0,1
class0_angle1_freq0_run1_sample14.png,0,1
class0_angle1_freq0_run1_sample15.png,0,1
class0_angle1_freq0_run1_sample16.png,0,1
class0_angle1_freq0_run1_sample17.png,0,1
class0_angle1_freq0_run1_sample18.png,0,1
class0_angle1_freq0_run1_sample19.png,0,1
class0_angle1_freq0_run1_sample2.png,0,1
class0_angle1_freq0_run1_sample3.png,0,1
class0_angle1_freq0_run1_sample4.png,0,1
class0_angle1_freq0_run1_sample5.png,0,1
class0_angle1_freq0_run1_sample6.png,0,1
class0_angle1_freq0_run1_sample7.png,0,1
class0_angle1_freq0_run1_sample8.png,0,1
class0_angle1_freq0_run2_sample1.png,0,2
class0_angle1_freq0_run2_sample10.png,0,2
class0_angle1_freq0_run2_sample12.png,0,2
class0_angle1_freq0_run2_sample13.png,0,2
class0_angle1_freq0_run2_sample14.png,0,2
class0_angle1_freq0_run2_sample15.png,0,2
class0_angle1_freq0_run2_sample16.png,0,2
class0_angle1_freq0_run2_sample17.png,0,2
class0_angle1_freq0_run2_sample18.png,0,2
class0_angle1_freq0_run2_sample19.png,0,2
class0_angle1_freq0_run2_sample2.png,0,2
class0_angle1_freq0_run2_sample3.png,0,2
class0_angle1_freq0_run2_sample4.png,0,2
class0_angle1_freq0_run2_sample5.png,0,2
class0_angle1_freq0_run2_sample6.png,0,2
class0_angle1_freq0_run2_sample7.png,0,2
class0_angle1_freq0_run2_sample8.png,0,2
class0_angle1_freq0_run2_sample9.png,0,2
class0_angle1_freq0_run3_sample0.png,0,3
class0_angle1_freq0_run3_sample1.png,0,3
class0_angle1_freq0_run3_sample10.png,0,3
class0_angle1_freq0_run3_sample11.png,0,3
class0_angle1_freq0_run3_sample12.png,0,3
class0_angle1_freq0_run3_sample14.png,0,3
class0_angle1_freq0_run3_sample15.png,0,3
class0_angle1_freq0_run3_sample16.png,0,3
class0_angle1_freq0_run3_sample17.png,0,3
class0_angle1_freq0_run3_sample18.png,0,3
class0_angle1_freq0_run3_sample19.png,0,3
class0_angle1_freq0_run3_sample3.png,0,3
class0_angle1_freq0_run3_sample4.png,0,3
class0_angle1_freq0_run3_sample5.png,0,3
class0_angle1_freq0_run3_sample6.png,0,3
class0_angle1_freq0_run3_sample7.png,0,3
class0_angle1_freq0_run3_sample8.png,0,3
class0_angle1_freq0_run3_sample9.png,0,3
class0_angle1_freq0_run4_sample0.png,0,4
class0_angle1_freq0_run4_sample1.png,0,4
class0_angle1_freq0_run4_sample10.png,0,4
class0_angle1_freq0_run4_sample11.png,0,4
class0_angle1_freq0_run4_sample12.png,0,4
class0_angle1_freq0_run4_sample13.png,0,4
class0_angle1_freq0_run4_sample14.png,0,4
class0_angle1_freq0_run4_sample16.png,0,4
class0_angle1_freq0_run4_sample17.png,0,4
class0_angle1_freq0_run4_sample18.png,0,4
class0_angle1_freq0_run4_sample19.png,0,4
class0_angle1_freq0_run4_sample2.png,0,4
class0_angle1_freq0_run4_sample3.png,0,4
class0_angle1_freq0_run4_sample5.png,0,4
class0_angle1_freq0_run4_sample6.png,0,4
class0_angle1_freq0_run4_sample7.png,0,4
class0_angle1_freq0_run4_sample8.png,0,4
class0_angle1_freq0_run4_sample9.png,0,4
class0_angle1_freq1_run0_sample0.png,0,0
class0_angle1_freq1_run0_sample1.png,0,0
class0_angle1_freq1_run0_sample10.png,0,0
class0_angle1_freq1_run0_sample11.png,0,0
class0_angle1_freq1_run0_sample12.png,0,0
class0_angle1_freq1_run0_sample13.png,0,0
class0_angle1_freq1_run0_sample14.png,0,0
class0_angle1_freq1_run0_sample15.png,0,0
class0_angle1_freq1_run0_sample16.png,0,0
class0_angle1_freq1_run0_sample18.png,0,0
class0_angle1_freq1_run0_sample19.png,0,0
class0_angle1_freq1_run0_sample2.png,0,0
class0_angle1_freq1_run0_sample3.png,0,0
class0_angle1_freq1_run0_sample4.png,0,0
class0_angle1_freq1_run0_sample5.png,0,0
class0_angle1_freq1_run0_sample7.png,0,0
class0_angle1_freq1_run0_sample8.png,0,0
class0_angle1_freq1_run0_sample9.png,0,0
class0_angle1_freq1_run1_sample0.png,0,1
class0_angle1_freq1_run1_sample1.png,0,1
class0_angle1_freq1_run1_sample10.png,0,1
class0_angle1_freq1_run1_sample11.png,0,1
class0_angle1_freq1_run1_sample12.png,0,1
class0_angle1_freq1_run1_sample13.png,0,1
class0_angle1_freq1_run1_sample14.png,0,1
class0_angle1_freq1_run1_sample15.png,0,1
class0_angle1_freq1_run1_sample16.png,0,1
class0_angle1_freq1_run1_sample17.png,0,1
class0_angle1_freq1_run1_sample18.png,0,1
class0_angle1_freq1_run1_sample2.png,0,1
class0_angle1_freq1_run1_sample3.png,0,1
class0_angle1_freq1_run1_sample4.png,0,1
class0_angle1_freq1_run1_sample5.png,0,1
class0_angle1_freq1_run1_sample6.png,0,1
class0_angle1_freq1_run1_sample7.png,0,1
class0_angle1_freq1_run1_sample9.png,0,1
class0_angle1_freq1_run2_sample0.png,0,2
class0_angle1_freq1_run2_sample1.png,0,2
class0_angle1_freq1_run2_sample11.png,0,2
class0_angle1_freq1_run2_sample12.png,0,2
class0_angle1_freq1_run2_sample13.png,0,2
class0_angle1_freq1_run2_sample14.png,0,2
class0_angle1_freq1_run2_sample15.png,0,2
class0_angle1_freq1_run2_sample16.png,0,2
class0_angle1_freq1_run2_sample17.png,0,2
class0_angle1_freq1_run2_sample18.png,0,2
class0_angle1_freq1_run2_sample19.png,0,2
class0_angle1_freq1_run2_sample2.png,0,2
class0_angle1_freq1_run2_sample3.png,0,2
class0_angle1_freq1_run2_sample4.png,0,2
class0_angle1_freq1_run2_sample5.png,0,2
class0_angle1_freq1_run2_sample6.png,0,2
class0_angle1_freq1_run2_sample7.png,0,2
class0_angle1_freq1_run2_sample8.png,0,2
class0_angle1_freq1_run2_sample9.png,0,2
class0_angle1_freq1_run3_sample0.png,0,3
class0_angle1_freq1_run3_sample10.png,0,3
class0_angle1_freq1_run3_sample11.png,0,3
class0_angle1_freq1_run3_sample13.png,0,3
class0_angle1_freq1_run3_sample14.png,0,3
class0_angle1_freq1_run3_sample15.png,0,3
class0_angle1_freq1_run3_sample16.png,0,3
class0_angle1_freq1_run3_sample17.png,0,3
class0_angle1_freq1_run3_sample18.png,0,3
class0_angle1_freq1_run3_sample19.png,0,3
class0_angle1_freq1_run3_sample2.png,0,3
class0_angle1_freq1_run3_sample3.png,0,3
class0_angle1_freq1_run3_sample4.png,0,3
class0_angle1_freq1_run3_sample5.png,0,3
class0_angle1_freq1_run3_sample6.png,0,3
class0_angle1_freq1_run3_sample7.png,0,3
class0_angle1_freq1_run3_sample8.png,0,3
class0_angle1_freq1_run3_sample9.png,0,3
class0_angle1_freq1_run4_sample0.png,0,4
class0_angle1_freq1_run4_sample1.png,0,4
class0_angle1_freq1_run4_sample10.png,0,4
class0_angle1_freq1_run4_sample11.png,0,4
class0_angle1_freq1_run4_sample12.png,0,4
class0_angle1_freq1_run4_sample13.png,0,4
class0_angle1_freq1_run4_sample15.png,0,4
class0_angle1_freq1_run4_sample16.png,0,4
class0_angle1_freq1_run4_sample17.png,0,4
class0_angle1_freq1_run4_sample18.png,0,4
class0_angle1_freq1_run4_sample19.png,0,4
class0_angle1_freq1_run4_sample2.png,0,4
class0_angle1_freq1_run4_sample4.png,0,4
class0_angle1_freq1_run4_sample5.png,0,4
class0_angle1_freq1_run4_sample6.png,0,4
class0_angle1_freq1_run4_sample7.png,0,4
class0_angle1_freq1_run4_sample8.png,0,4
class0_angle1_freq1_run4_sample9.png,0,4
class0_angle2_freq0_run0_sample0.png,0,0
class0_angle2_freq0_run0_sample1.png,0,0
class0_angle2_freq0_run0_sample10.png,0,0
class0_angle2_freq0_run0_sample11.png,0,0
class0_angle2_freq0_run0_sample12.png,0,0
class0_angle2_freq0_run0_sample13.png,0,0
class0_angle2_freq0_run0_sample14.png,0,0
class0_angle2_freq0_run0_sample15.png,0,0
class0_angle2_freq0_run0_sample17.png,0,0
class0_angle2_freq0_run0_sample18.png,0,0
class0_angle2_freq0_run0_sample19.png,0,0
class0_angle2_freq0_run0_sample2.png,0,0
class0_angle2_freq0_run0_sample3.png,0,0
class0_angle2_freq0_run0_sample4.png,0,0
class0_angle2_freq0_run0_sample6.png,0,0
class0_angle2_freq0_run0_sample7.png,0,0
class0_angle2_freq0_run0_sample8.png,0,0
class0_angle2_freq0_run0_sample9.png,0,0
class0_angle2_freq0_run1_sample0.png,0,1
class0_angle2_freq0_run1_sample1.png,0,1
class0_angle2_freq0_run1_sample10.png,0,1
class0_angle2_freq0_run1_sample11.png,0,1
class0_angle2_freq0_run1_sample12.png,0,1
class0_angle2_freq0_run1_sample13.png,0,1
class0_angle2_freq0_run1_sample14.png,0,1
class0_angle2_freq0_run1_sample15.png,0,1
